name,profile-photo,header-photo,members,lat,lng,location
Broke For Free,https://freemusicarchive.org/file/images/artists/Broke_For_Free_-_2013011621055318.jpg,https://freemusicarchive.org/file/images/artists/Broke_For_Free_-_2013011621055318.jpg,Tom Cascino,36.9741171,-122.0307963,"Santa Cruz, CA"
